Año,Entidad,Modalidad,Tipo,Subtipo,Total
1997,Chiapas,Lesiones,Culposas,Otros,0
1997,Chiapas,Lesiones,Culposas,Sin datos,1789
1997,Chiapas,Otros delitos,Amenazas,Amenazas,2054
1997,Chiapas,Otros delitos,Estupro,Estupro,111
1997,Chiapas,Otros delitos,Otros sexuales,Otros sexuales,301
1997,Chiapas,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),11166
1997,Chiapas,Priv. de la libertad (secuestro),Secuestro,Secuestro,44
1997,Chiapas,Robo comun,Con violencia,A casa habitacion,224
1997,Chiapas,Robo comun,Con violencia,A negocio,0
1997,Chiapas,Robo comun,Con violencia,De vehiculos,316
1997,Chiapas,Robo comun,Con violencia,A transportistas,53
1997,Chiapas,Robo comun,Con violencia,A transeuntes,0
1997,Chiapas,Robo comun,Con violencia,Otros,3908
1997,Chiapas,Robo comun,Con violencia,Sin datos,0
1997,Chiapas,Robo comun,Sin violencia,A casa habitacion,551
1997,Chiapas,Robo comun,Sin violencia,A negocio,338
1997,Chiapas,Robo comun,Sin violencia,De vehiculos,525
1997,Chiapas,Robo comun,Sin violencia,A transportistas,0
1997,Chiapas,Robo comun,Sin violencia,A transeuntes,0
1997,Chiapas,Robo comun,Sin violencia,Otros,1598
1997,Chiapas,Robo comun,Sin violencia,Sin datos,0
1997,Chiapas,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Chiapas,Robo en instituciones bancarias,Con violencia,A bancos,36
1997,Chiapas,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
1997,Chiapas,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
1997,Chiapas,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Chiapas,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Chiapas,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Chiapas,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Chiapas,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Chiapas,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Chiapas,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Chiapas,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Chiapas,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Chiapas,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Chiapas,Robo en carreteras,Con violencia,A autobuses,0
1997,Chiapas,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Chiapas,Robo en carreteras,Con violencia,Otros,0
1997,Chiapas,Robo en carreteras,Con violencia,Sin datos,0
1997,Chiapas,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Chiapas,Robo en carreteras,Sin violencia,A autobuses,0
1997,Chiapas,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Chiapas,Robo en carreteras,Sin violencia,Otros,0
1997,Chiapas,Robo en carreteras,Sin violencia,Sin datos,0
1997,Chiapas,Homicidios,Culposos,Sin datos,451
1997,Chiapas,Lesiones,Dolosas,Con arma blanca,0
1997,Chiapas,Lesiones,Dolosas,Con arma de fuego,0
1997,Chiapas,Lesiones,Dolosas,Otros,0
1997,Chiapas,Lesiones,Dolosas,Sin datos,3551
1997,Chiapas,Lesiones,Culposas,Con arma blanca,0
1997,Chiapas,Lesiones,Culposas,Con arma de fuego,0
1997,Chihuahua,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,1622
1997,Chihuahua,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,4139
1997,Chihuahua,Delitos patrimoniales,Extorsion,Extorsion,49
1997,Chihuahua,Delitos patrimoniales,Fraude,Fraude,3144
1997,Chihuahua,Delitos patrimoniales,Despojo,Con violencia,0
1997,Chihuahua,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Chihuahua,Delitos patrimoniales,Despojo,Sin datos,0
1997,Chihuahua,Delitos sexuales (violacion),Violacion,Violacion,458
1997,Chihuahua,Homicidios,Dolosos,Con arma de fuego,0
1997,Chihuahua,Homicidios,Dolosos,Con arma blanca,0
1997,Chihuahua,Homicidios,Dolosos,Otros,677
1997,Chihuahua,Homicidios,Dolosos,Sin datos,0
1997,Chihuahua,Homicidios,Culposos,Con arma de fuego,0
1997,Chihuahua,Homicidios,Culposos,Con arma blanca,0
1997,Chihuahua,Homicidios,Culposos,Otros,0
1997,Chihuahua,Lesiones,Culposas,Otros,0
1997,Chihuahua,Lesiones,Culposas,Sin datos,7892
1997,Chihuahua,Otros delitos,Amenazas,Amenazas,2170
1997,Chihuahua,Otros delitos,Estupro,Estupro,103
1997,Chihuahua,Otros delitos,Otros sexuales,Otros sexuales,580
1997,Chihuahua,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),13331
1997,Chihuahua,Priv. de la libertad (secuestro),Secuestro,Secuestro,30
1997,Chihuahua,Robo comun,Con violencia,A casa habitacion,0
1997,Chihuahua,Robo comun,Con violencia,A negocio,3232
1997,Chihuahua,Robo comun,Con violencia,De vehiculos,0
1997,Chihuahua,Robo comun,Con violencia,A transportistas,0
1997,Chihuahua,Robo comun,Con violencia,A transeuntes,172
1997,Chihuahua,Robo comun,Con violencia,Otros,10330
1997,Chihuahua,Robo comun,Con violencia,Sin datos,0
1997,Chihuahua,Robo comun,Sin violencia,A casa habitacion,6868
1997,Chihuahua,Robo comun,Sin violencia,A negocio,0
1997,Chihuahua,Robo comun,Sin violencia,De vehiculos,9003
1997,Chihuahua,Robo comun,Sin violencia,A transportistas,0
1997,Chihuahua,Robo comun,Sin violencia,A transeuntes,0
1997,Chihuahua,Robo comun,Sin violencia,Otros,363
1997,Chihuahua,Robo comun,Sin violencia,Sin datos,0
1997,Chihuahua,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Chihuahua,Robo en instituciones bancarias,Con violencia,A bancos,28
1997,Chihuahua,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
1997,Chihuahua,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
1997,Chihuahua,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Chihuahua,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Chihuahua,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Chihuahua,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Chihuahua,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Chihuahua,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Chihuahua,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Chihuahua,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Chihuahua,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Chihuahua,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Chihuahua,Robo en carreteras,Con violencia,A autobuses,0
1997,Chihuahua,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Chihuahua,Robo en carreteras,Con violencia,Otros,0
1997,Chihuahua,Robo en carreteras,Con violencia,Sin datos,0
1997,Chihuahua,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Chihuahua,Robo en carreteras,Sin violencia,A autobuses,0
1997,Chihuahua,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Chihuahua,Robo en carreteras,Sin violencia,Otros,0
1997,Chihuahua,Robo en carreteras,Sin violencia,Sin datos,0
1997,Chihuahua,Homicidios,Culposos,Sin datos,1041
1997,Chihuahua,Lesiones,Dolosas,Con arma blanca,0
1997,Chihuahua,Lesiones,Dolosas,Con arma de fuego,0
1997,Chihuahua,Lesiones,Dolosas,Otros,0
1997,Chihuahua,Lesiones,Dolosas,Sin datos,9688
1997,Chihuahua,Lesiones,Culposas,Con arma blanca,0
1997,Chihuahua,Lesiones,Culposas,Con arma de fuego,0
1997,Ciudad de México,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,0
1997,Ciudad de México,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,0
1997,Ciudad de México,Delitos patrimoniales,Extorsion,Extorsion,0
1997,Ciudad de México,Delitos patrimoniales,Fraude,Fraude,0
1997,Ciudad de México,Delitos patrimoniales,Despojo,Con violencia,0
1997,Ciudad de México,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Ciudad de México,Delitos patrimoniales,Despojo,Sin datos,0
1997,Ciudad de México,Delitos sexuales (violacion),Violacion,Violacion,1448
1997,Ciudad de México,Homicidios,Dolosos,Con arma de fuego,0
1997,Ciudad de México,Homicidios,Dolosos,Con arma blanca,0
1997,Ciudad de México,Homicidios,Dolosos,Otros,977
1997,Ciudad de México,Homicidios,Dolosos,Sin datos,0
1997,Ciudad de México,Homicidios,Culposos,Con arma de fuego,0
1997,Ciudad de México,Homicidios,Culposos,Con arma blanca,0
1997,Ciudad de México,Homicidios,Culposos,Otros,0
1997,Ciudad de México,Lesiones,Culposas,Otros,0
1997,Ciudad de México,Lesiones,Culposas,Sin datos,0
1997,Ciudad de México,Otros delitos,Amenazas,Amenazas,0
1997,Ciudad de México,Otros delitos,Estupro,Estupro,0
1997,Ciudad de México,Otros delitos,Otros sexuales,Otros sexuales,0
1997,Ciudad de México,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),65853
1997,Ciudad de México,Priv. de la libertad (secuestro),Secuestro,Secuestro,22
1997,Ciudad de México,Robo comun,Con violencia,A casa habitacion,763
1997,Ciudad de México,Robo comun,Con violencia,A negocio,6211
1997,Ciudad de México,Robo comun,Con violencia,De vehiculos,21241
1997,Ciudad de México,Robo comun,Con violencia,A transportistas,23185
1997,Ciudad de México,Robo comun,Con violencia,A transeuntes,34270
1997,Ciudad de México,Robo comun,Con violencia,Otros,0
1997,Ciudad de México,Robo comun,Con violencia,Sin datos,0
1997,Ciudad de México,Robo comun,Sin violencia,A casa habitacion,7788
1997,Ciudad de México,Robo comun,Sin violencia,A negocio,12271
1997,Ciudad de México,Robo comun,Sin violencia,De vehiculos,37239
1997,Ciudad de México,Robo comun,Sin violencia,A transportistas,0
1997,Ciudad de México,Robo comun,Sin violencia,A transeuntes,0
1997,Ciudad de México,Robo comun,Sin violencia,Otros,0
1997,Ciudad de México,Robo comun,Sin violencia,Sin datos,0
1997,Ciudad de México,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Ciudad de México,Robo en instituciones bancarias,Con violencia,A bancos,99
1997,Ciudad de México,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
1997,Ciudad de México,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
1997,Ciudad de México,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Ciudad de México,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Ciudad de México,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Ciudad de México,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Ciudad de México,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Ciudad de México,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Ciudad de México,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Ciudad de México,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Ciudad de México,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Ciudad de México,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Ciudad de México,Robo en carreteras,Con violencia,A autobuses,0
1997,Ciudad de México,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Ciudad de México,Robo en carreteras,Con violencia,Otros,0
1997,Ciudad de México,Robo en carreteras,Con violencia,Sin datos,0
1997,Ciudad de México,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Ciudad de México,Robo en carreteras,Sin violencia,A autobuses,0
1997,Ciudad de México,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Ciudad de México,Robo en carreteras,Sin violencia,Otros,0
1997,Ciudad de México,Robo en carreteras,Sin violencia,Sin datos,0
1997,Ciudad de México,Homicidios,Culposos,Sin datos,0
1997,Ciudad de México,Lesiones,Dolosas,Con arma blanca,0
1997,Ciudad de México,Lesiones,Dolosas,Con arma de fuego,0
1997,Ciudad de México,Lesiones,Dolosas,Otros,0
1997,Ciudad de México,Lesiones,Dolosas,Sin datos,24292
1997,Ciudad de México,Lesiones,Culposas,Con arma blanca,0
1997,Ciudad de México,Lesiones,Culposas,Con arma de fuego,0
1997,Durango,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,593
1997,Durango,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,1122
1997,Durango,Delitos patrimoniales,Extorsion,Extorsion,4
1997,Durango,Delitos patrimoniales,Fraude,Fraude,656
1997,Durango,Delitos patrimoniales,Despojo,Con violencia,0
1997,Durango,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Durango,Delitos patrimoniales,Despojo,Sin datos,0
1997,Durango,Delitos sexuales (violacion),Violacion,Violacion,75
1997,Durango,Homicidios,Dolosos,Con arma de fuego,32
1997,Durango,Homicidios,Dolosos,Con arma blanca,14
1997,Durango,Homicidios,Dolosos,Otros,15
1997,Durango,Homicidios,Dolosos,Sin datos,0
1997,Durango,Homicidios,Culposos,Con arma de fuego,0
1997,Durango,Homicidios,Culposos,Con arma blanca,0
1997,Durango,Homicidios,Culposos,Otros,0
1997,Durango,Lesiones,Culposas,Otros,0
1997,Durango,Lesiones,Culposas,Sin datos,416
1997,Durango,Otros delitos,Amenazas,Amenazas,1236
1997,Durango,Otros delitos,Estupro,Estupro,43
1997,Durango,Otros delitos,Otros sexuales,Otros sexuales,41
1997,Durango,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),804
1997,Durango,Priv. de la libertad (secuestro),Secuestro,Secuestro,1
1997,Durango,Robo comun,Con violencia,A casa habitacion,18
1997,Durango,Robo comun,Con violencia,A negocio,69
1997,Durango,Robo comun,Con violencia,De vehiculos,11
1997,Durango,Robo comun,Con violencia,A transportistas,81
1997,Durango,Robo comun,Con violencia,A transeuntes,93
1997,Durango,Robo comun,Con violencia,Otros,0
1997,Durango,Robo comun,Con violencia,Sin datos,0
1997,Durango,Robo comun,Sin violencia,A casa habitacion,740
1997,Durango,Robo comun,Sin violencia,A negocio,295
1997,Durango,Robo comun,Sin violencia,De vehiculos,402
1997,Durango,Robo comun,Sin violencia,A transportistas,0
1997,Durango,Robo comun,Sin violencia,A transeuntes,0
1997,Durango,Robo comun,Sin violencia,Otros,358
1997,Durango,Robo comun,Sin violencia,Sin datos,0
1997,Durango,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Durango,Robo en instituciones bancarias,Con violencia,A bancos,0
1997,Durango,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
1997,Durango,Robo en instituciones bancarias,Con violencia,A casa de cambio,1
1997,Durango,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Durango,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Durango,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Durango,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Durango,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Durango,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Durango,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Durango,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Durango,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Durango,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Durango,Robo en carreteras,Con violencia,A autobuses,0
1997,Durango,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Durango,Robo en carreteras,Con violencia,Otros,0
1997,Durango,Robo en carreteras,Con violencia,Sin datos,0
1997,Durango,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Durango,Robo en carreteras,Sin violencia,A autobuses,0
1997,Durango,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Durango,Robo en carreteras,Sin violencia,Otros,0
1997,Durango,Robo en carreteras,Sin violencia,Sin datos,0
1997,Durango,Homicidios,Culposos,Sin datos,100
1997,Durango,Lesiones,Dolosas,Con arma blanca,0
1997,Durango,Lesiones,Dolosas,Con arma de fuego,0
1997,Durango,Lesiones,Dolosas,Otros,0
1997,Durango,Lesiones,Dolosas,Sin datos,1481
1997,Durango,Lesiones,Culposas,Con arma blanca,0
1997,Durango,Lesiones,Culposas,Con arma de fuego,0
1997,Guanajuato,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,1300
1997,Guanajuato,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,6393
1997,Guanajuato,Delitos patrimoniales,Extorsion,Extorsion,34
1997,Guanajuato,Delitos patrimoniales,Fraude,Fraude,1599
1997,Guanajuato,Delitos patrimoniales,Despojo,Con violencia,0
1997,Guanajuato,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Guanajuato,Delitos patrimoniales,Despojo,Sin datos,0
1997,Guanajuato,Delitos sexuales (violacion),Violacion,Violacion,381
1997,Guanajuato,Homicidios,Dolosos,Con arma de fuego,139
1997,Guanajuato,Homicidios,Dolosos,Con arma blanca,75
1997,Guanajuato,Homicidios,Dolosos,Otros,353
1997,Guanajuato,Homicidios,Dolosos,Sin datos,0
1997,Guanajuato,Homicidios,Culposos,Con arma de fuego,0
1997,Guanajuato,Homicidios,Culposos,Con arma blanca,0
1997,Guanajuato,Homicidios,Culposos,Otros,0
1997,Guanajuato,Lesiones,Culposas,Otros,0
1997,Guanajuato,Lesiones,Culposas,Sin datos,1763
1997,Guanajuato,Otros delitos,Amenazas,Amenazas,1491
1997,Guanajuato,Otros delitos,Estupro,Estupro,51
1997,Guanajuato,Otros delitos,Otros sexuales,Otros sexuales,237
1997,Guanajuato,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),4375
1997,Guanajuato,Priv. de la libertad (secuestro),Secuestro,Secuestro,13
1997,Guanajuato,Robo comun,Con violencia,A casa habitacion,2
1997,Guanajuato,Robo comun,Con violencia,A negocio,0
1997,Guanajuato,Robo comun,Con violencia,De vehiculos,32
1997,Guanajuato,Robo comun,Con violencia,A transportistas,0
1997,Guanajuato,Robo comun,Con violencia,A transeuntes,0
1997,Guanajuato,Robo comun,Con violencia,Otros,0
1997,Guanajuato,Robo comun,Con violencia,Sin datos,0
1997,Guanajuato,Robo comun,Sin violencia,A casa habitacion,2340
1997,Guanajuato,Robo comun,Sin violencia,A negocio,1477
1997,Guanajuato,Robo comun,Sin violencia,De vehiculos,2482
1997,Guanajuato,Robo comun,Sin violencia,A transportistas,0
1997,Guanajuato,Robo comun,Sin violencia,A transeuntes,0
1997,Guanajuato,Robo comun,Sin violencia,Otros,10499
1997,Guanajuato,Robo comun,Sin violencia,Sin datos,0
1997,Guanajuato,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Guanajuato,Robo en instituciones bancarias,Con violencia,A bancos,20
